NPI,State,Login Time,Logout Time,Usage Time (mins),Region,Speciality,Count of Survey Attempts
1000000589,NY,2025-03-08 11:00:00,2025-03-08 11:12:00,12,Northeast,Pediatrics,6
1000000590,MI,2025-03-08 11:01:00,2025-03-08 12:12:00,71,West,Radiology,0
1000000591,PA,2025-03-08 19:53:00,2025-03-08 21:20:00,87,West,Cardiology,2
1000000592,GA,2025-03-08 18:56:00,2025-03-08 20:56:00,120,Northeast,General Practice,7
1000000593,MI,2025-03-08 14:29:00,2025-03-08 15:59:00,90,Northeast,Cardiology,3
1000000594,NY,2025-03-08 13:01:00,2025-03-08 14:04:00,63,Northeast,Oncology,4
1000000595,MI,2025-03-08 14:03:00,2025-03-08 15:30:00,87,Northeast,Neurology,2
1000000596,PA,2025-03-08 14:23:00,2025-03-08 15:26:00,63,Northeast,Orthopedics,9
1000000597,PA,2025-03-08 08:19:00,2025-03-08 10:00:00,101,South,Oncology,7
1000000598,FL,2025-03-08 07:00:00,2025-03-08 08:07:00,67,Midwest,Orthopedics,8
1000000599,MI,2025-03-08 06:28:00,2025-03-08 07:13:00,45,South,Radiology,4
1000000600,NC,2025-03-08 15:15:00,2025-03-08 16:20:00,65,West,Orthopedics,4
1000000601,NC,2025-03-08 13:18:00,2025-03-08 14:22:00,64,Midwest,Pediatrics,1
1000000602,OH,2025-03-08 20:15:00,2025-03-08 20:41:00,26,Northeast,Neurology,0
1000000603,OH,2025-03-08 08:37:00,2025-03-08 09:36:00,59,Midwest,Pediatrics,9
1000000604,FL,2025-03-08 11:06:00,2025-03-08 11:49:00,43,South,Oncology,9
1000000605,IL,2025-03-08 12:46:00,2025-03-08 14:43:00,117,Northeast,Cardiology,2
1000000606,CA,2025-03-08 20:00:00,2025-03-08 20:34:00,34,West,Radiology,2
1000000607,IL,2025-03-08 10:23:00,2025-03-08 11:30:00,67,West,Cardiology,6
1000000608,CA,2025-03-08 14:56:00,2025-03-08 15:13:00,17,Midwest,General Practice,6
1000000609,IL,2025-03-08 18:21:00,2025-03-08 18:37:00,16,South,Neurology,3
1000000610,NY,2025-03-08 12:12:00,2025-03-08 12:39:00,27,Northeast,Orthopedics,6
1000000611,IL,2025-03-08 09:54:00,2025-03-08 11:01:00,67,Northeast,Oncology,3
1000000612,NY,2025-03-08 11:17:00,2025-03-08 12:37:00,80,Northeast,Pediatrics,5
1000000613,NY,2025-03-08 17:43:00,2025-03-08 19:09:00,86,Midwest,Orthopedics,6
1000000614,GA,2025-03-08 09:38:00,2025-03-08 10:25:00,47,Northeast,Radiology,8
1000000615,PA,2025-03-08 13:56:00,2025-03-08 14:24:00,28,Midwest,Oncology,4
1000000616,PA,2025-03-08 19:37:00,2025-03-08 19:42:00,5,Northeast,Oncology,0
1000000617,GA,2025-03-08 06:25:00,2025-03-08 06:34:00,9,Northeast,Radiology,8
1000000618,MI,2025-03-08 07:32:00,2025-03-08 07:47:00,15,Northeast,Orthopedics,4
1000000619,FL,2025-03-08 19:24:00,2025-03-08 19:55:00,31,Northeast,Oncology,10
1000000620,TX,2025-03-08 16:58:00,2025-03-08 18:29:00,91,Northeast,Radiology,0
1000000621,OH,2025-03-08 14:13:00,2025-03-08 14:56:00,43,South,Oncology,0
1000000622,PA,2025-03-08 14:04:00,2025-03-08 15:00:00,56,Northeast,Cardiology,6
1000000623,MI,2025-03-08 14:54:00,2025-03-08 15:43:00,49,West,Oncology,5
1000000624,OH,2025-03-08 11:06:00,2025-03-08 11:34:00,28,Northeast,Cardiology,2
1000000625,TX,2025-03-08 12:13:00,2025-03-08 13:27:00,74,South,Pediatrics,4
1000000626,NC,2025-03-08 16:46:00,2025-03-08 18:30:00,104,Midwest,Cardiology,8
1000000627,PA,2025-03-08 19:04:00,2025-03-08 20:34:00,90,Midwest,Radiology,7
1000000628,NC,2025-03-08 11:31:00,2025-03-08 13:05:00,94,Midwest,Radiology,2
1000000629,TX,2025-03-08 08:21:00,2025-03-08 10:11:00,110,West,Pediatrics,8
1000000630,GA,2025-03-08 10:47:00,2025-03-08 12:31:00,104,West,Neurology,3
1000000631,OH,2025-03-08 13:29:00,2025-03-08 13:39:00,10,West,General Practice,3
1000000632,FL,2025-03-08 12:37:00,2025-03-08 13:51:00,74,South,Oncology,9
1000000633,TX,2025-03-08 06:22:00,2025-03-08 06:33:00,11,West,Cardiology,5
1000000634,IL,2025-03-08 19:35:00,2025-03-08 21:04:00,89,Midwest,General Practice,5
1000000635,CA,2025-03-08 10:27:00,2025-03-08 11:30:00,63,Midwest,Neurology,6
1000000636,IL,2025-03-08 07:39:00,2025-03-08 09:18:00,99,Northeast,Cardiology,9
1000000637,CA,2025-03-08 08:05:00,2025-03-08 08:34:00,29,Northeast,Radiology,5
1000000638,NY,2025-03-08 07:16:00,2025-03-08 08:18:00,62,Midwest,Radiology,6
1000000639,PA,2025-03-08 12:58:00,2025-03-08 14:34:00,96,West,Pediatrics,10
1000000640,NC,2025-03-08 13:32:00,2025-03-08 14:21:00,49,West,Radiology,5
1000000641,FL,2025-03-08 06:47:00,2025-03-08 07:24:00,37,South,Cardiology,8
1000000642,GA,2025-03-08 07:41:00,2025-03-08 07:57:00,16,South,Cardiology,1
1000000643,CA,2025-03-08 20:26:00,2025-03-08 22:18:00,112,South,Pediatrics,0
1000000644,OH,2025-03-08 19:16:00,2025-03-08 20:25:00,69,Northeast,General Practice,2
1000000645,FL,2025-03-08 09:04:00,2025-03-08 09:10:00,6,Midwest,Pediatrics,5
1000000646,TX,2025-03-08 11:59:00,2025-03-08 13:26:00,87,West,Pediatrics,5
1000000647,NY,2025-03-08 13:02:00,2025-03-08 13:36:00,34,West,General Practice,2
1000000648,OH,2025-03-08 11:42:00,2025-03-08 12:18:00,36,Midwest,General Practice,10
1000000649,OH,2025-03-08 13:09:00,2025-03-08 13:56:00,47,South,Oncology,0
1000000650,CA,2025-03-08 19:51:00,2025-03-08 20:18:00,27,West,Oncology,6
1000000651,PA,2025-03-08 19:39:00,2025-03-08 21:24:00,105,Midwest,Oncology,7
1000000652,NC,2025-03-08 07:23:00,2025-03-08 08:54:00,91,South,General Practice,4
1000000653,GA,2025-03-08 20:55:00,2025-03-08 22:40:00,105,Midwest,General Practice,10
1000000654,FL,2025-03-08 06:48:00,2025-03-08 08:31:00,103,Northeast,General Practice,10
1000000655,GA,2025-03-08 19:33:00,2025-03-08 20:43:00,70,Midwest,Neurology,0
1000000656,OH,2025-03-08 07:21:00,2025-03-08 07:47:00,26,Northeast,Pediatrics,6
1000000657,NC,2025-03-08 20:45:00,2025-03-08 22:24:00,99,Northeast,Cardiology,8
1000000658,MI,2025-03-08 07:43:00,2025-03-08 09:28:00,105,Midwest,Radiology,10
1000000659,CA,2025-03-08 20:04:00,2025-03-08 21:10:00,66,West,Pediatrics,5
1000000660,CA,2025-03-08 19:44:00,2025-03-08 20:47:00,63,West,Radiology,8
1000000661,NC,2025-03-08 20:36:00,2025-03-08 21:36:00,60,South,Neurology,4
1000000662,TX,2025-03-08 08:37:00,2025-03-08 10:07:00,90,Midwest,Cardiology,9
1000000663,MI,2025-03-08 20:23:00,2025-03-08 21:25:00,62,Midwest,Oncology,10
1000000664,CA,2025-03-08 18:44:00,2025-03-08 19:07:00,23,West,General Practice,7
1000000665,FL,2025-03-08 19:49:00,2025-03-08 21:09:00,80,South,Pediatrics,1
1000000666,MI,2025-03-08 13:50:00,2025-03-08 14:53:00,63,South,General Practice,1
1000000667,PA,2025-03-08 13:18:00,2025-03-08 14:23:00,65,Northeast,Radiology,1
1000000668,NC,2025-03-08 08:56:00,2025-03-08 10:42:00,106,South,Cardiology,7
1000000669,IL,2025-03-08 12:41:00,2025-03-08 13:57:00,76,West,Pediatrics,10
1000000670,MI,2025-03-08 09:28:00,2025-03-08 10:49:00,81,Northeast,Cardiology,6
1000000671,NY,2025-03-08 09:27:00,2025-03-08 10:16:00,49,Midwest,Orthopedics,8
1000000672,PA,2025-03-08 16:46:00,2025-03-08 17:17:00,31,West,Pediatrics,2
1000000673,PA,2025-03-08 13:31:00,2025-03-08 13:50:00,19,Midwest,General Practice,8
1000000674,NC,2025-03-08 19:34:00,2025-03-08 19:45:00,11,Midwest,Cardiology,5
1000000675,GA,2025-03-08 09:22:00,2025-03-08 09:37:00,15,West,Radiology,2
1000000676,IL,2025-03-08 16:31:00,2025-03-08 17:38:00,67,Northeast,Cardiology,10
1000000677,IL,2025-03-08 20:36:00,2025-03-08 22:05:00,89,South,General Practice,9
1000000678,TX,2025-03-08 19:27:00,2025-03-08 20:53:00,86,Midwest,Pediatrics,10
1000000679,NY,2025-03-08 16:01:00,2025-03-08 17:08:00,67,West,Oncology,4
1000000680,MI,2025-03-08 14:52:00,2025-03-08 16:19:00,87,West,General Practice,0
1000000681,GA,2025-03-08 10:22:00,2025-03-08 11:17:00,55,West,Neurology,6
1000000682,NY,2025-03-08 07:41:00,2025-03-08 08:07:00,26,West,Radiology,6
1000000683,TX,2025-03-08 17:32:00,2025-03-08 19:08:00,96,Northeast,Cardiology,1
1000000684,OH,2025-03-08 06:04:00,2025-03-08 07:06:00,62,Midwest,Pediatrics,2
1000000685,FL,2025-03-08 17:33:00,2025-03-08 18:08:00,35,Northeast,Oncology,4
1000000686,NY,2025-03-08 18:35:00,2025-03-08 20:29:00,114,South,Radiology,3
1000000687,OH,2025-03-08 08:34:00,2025-03-08 09:35:00,61,Midwest,Pediatrics,0
1000000688,PA,2025-03-08 17:49:00,2025-03-08 18:42:00,53,West,Neurology,7
1000000689,NY,2025-03-08 08:47:00,2025-03-08 09:12:00,25,West,Cardiology,6
1000000690,OH,2025-03-08 18:28:00,2025-03-08 19:22:00,54,Midwest,Pediatrics,7
1000000691,NC,2025-03-08 07:46:00,2025-03-08 08:10:00,24,South,Neurology,0
1000000692,MI,2025-03-08 15:25:00,2025-03-08 16:41:00,76,Midwest,Neurology,5
1000000693,MI,2025-03-08 14:08:00,2025-03-08 14:47:00,39,Northeast,Cardiology,5
1000000694,MI,2025-03-08 11:36:00,2025-03-08 12:50:00,74,Northeast,General Practice,8
1000000695,PA,2025-03-08 16:35:00,2025-03-08 17:00:00,25,West,Neurology,0
1000000696,IL,2025-03-08 17:13:00,2025-03-08 19:03:00,110,South,Oncology,9
1000000697,NC,2025-03-08 09:55:00,2025-03-08 10:25:00,30,South,Orthopedics,2
1000000698,PA,2025-03-08 12:45:00,2025-03-08 13:20:00,35,Midwest,Orthopedics,9
1000000699,CA,2025-03-08 17:05:00,2025-03-08 18:48:00,103,South,Pediatrics,6
1000000700,PA,2025-03-08 10:38:00,2025-03-08 12:22:00,104,South,Cardiology,1
1000000701,OH,2025-03-08 18:29:00,2025-03-08 19:37:00,68,West,Neurology,2
1000000702,IL,2025-03-08 10:00:00,2025-03-08 11:51:00,111,Northeast,Orthopedics,9
1000000703,NC,2025-03-08 15:34:00,2025-03-08 15:39:00,5,Midwest,Oncology,3
1000000704,CA,2025-03-08 12:07:00,2025-03-08 13:35:00,88,Northeast,Neurology,9
1000000705,GA,2025-03-08 20:14:00,2025-03-08 22:10:00,116,West,Orthopedics,0
1000000706,OH,2025-03-08 10:52:00,2025-03-08 11:39:00,47,Midwest,Radiology,3
1000000707,TX,2025-03-08 17:44:00,2025-03-08 19:29:00,105,Midwest,General Practice,0
1000000708,GA,2025-03-08 12:28:00,2025-03-08 13:09:00,41,Midwest,Radiology,5
1000000709,IL,2025-03-08 15:41:00,2025-03-08 16:41:00,60,Midwest,Orthopedics,4
1000000710,TX,2025-03-08 13:44:00,2025-03-08 14:27:00,43,South,Neurology,2
1000000711,IL,2025-03-08 20:09:00,2025-03-08 21:35:00,86,West,Pediatrics,2
1000000712,MI,2025-03-08 19:18:00,2025-03-08 20:29:00,71,Northeast,Radiology,1
1000000713,PA,2025-03-08 18:49:00,2025-03-08 19:09:00,20,Midwest,Neurology,3
1000000714,CA,2025-03-08 17:13:00,2025-03-08 17:20:00,7,Northeast,Pediatrics,6
1000000715,OH,2025-03-08 18:11:00,2025-03-08 18:19:00,8,West,Neurology,5
1000000716,PA,2025-03-08 16:56:00,2025-03-08 18:53:00,117,Northeast,Pediatrics,0
1000000717,FL,2025-03-08 17:46:00,2025-03-08 19:19:00,93,Northeast,Oncology,2
1000000718,IL,2025-03-08 11:35:00,2025-03-08 12:51:00,76,West,Orthopedics,9
1000000719,OH,2025-03-08 09:00:00,2025-03-08 10:15:00,75,South,Neurology,9
1000000720,PA,2025-03-08 12:37:00,2025-03-08 13:36:00,59,Midwest,Orthopedics,4
1000000721,PA,2025-03-08 07:15:00,2025-03-08 09:06:00,111,West,Oncology,5
1000000722,MI,2025-03-08 08:56:00,2025-03-08 10:03:00,67,Midwest,Orthopedics,9
1000000723,NY,2025-03-08 18:00:00,2025-03-08 19:15:00,75,West,Cardiology,4
1000000724,TX,2025-03-08 16:52:00,2025-03-08 18:33:00,101,Northeast,Pediatrics,2
1000000725,MI,2025-03-08 08:49:00,2025-03-08 09:24:00,35,South,General Practice,1
1000000726,NY,2025-03-08 09:19:00,2025-03-08 09:55:00,36,Northeast,General Practice,5
1000000727,MI,2025-03-08 09:57:00,2025-03-08 10:44:00,47,Midwest,Pediatrics,8
1000000728,CA,2025-03-08 06:48:00,2025-03-08 07:56:00,68,South,General Practice,10
1000000729,TX,2025-03-08 17:04:00,2025-03-08 18:32:00,88,Midwest,General Practice,5
1000000730,NC,2025-03-08 11:47:00,2025-03-08 13:26:00,99,Midwest,Pediatrics,7
1000000731,FL,2025-03-08 17:24:00,2025-03-08 19:24:00,120,South,General Practice,4
1000000732,PA,2025-03-08 18:29:00,2025-03-08 19:08:00,39,South,Oncology,3
1000000733,CA,2025-03-08 20:16:00,2025-03-08 20:52:00,36,Northeast,Oncology,7
1000000734,NY,2025-03-08 20:35:00,2025-03-08 21:23:00,48,Northeast,Cardiology,8
1000000735,FL,2025-03-08 20:30:00,2025-03-08 20:35:00,5,Midwest,Oncology,1
1000000736,TX,2025-03-08 06:09:00,2025-03-08 07:01:00,52,Northeast,General Practice,6
1000000737,NC,2025-03-08 10:51:00,2025-03-08 11:41:00,50,Northeast,Cardiology,10
1000000738,MI,2025-03-08 09:23:00,2025-03-08 10:48:00,85,Northeast,Pediatrics,8
1000000739,FL,2025-03-08 06:54:00,2025-03-08 07:45:00,51,Midwest,Neurology,7
1000000740,OH,2025-03-08 16:43:00,2025-03-08 18:09:00,86,West,Cardiology,3
1000000741,MI,2025-03-08 08:45:00,2025-03-08 09:43:00,58,Northeast,Neurology,4
1000000742,PA,2025-03-08 06:32:00,2025-03-08 08:21:00,109,West,General Practice,8
1000000743,NY,2025-03-08 18:50:00,2025-03-08 19:42:00,52,Northeast,Radiology,10
1000000744,MI,2025-03-08 18:16:00,2025-03-08 19:33:00,77,Northeast,Neurology,3
1000000745,TX,2025-03-08 12:41:00,2025-03-08 14:16:00,95,Northeast,Neurology,6
1000000746,IL,2025-03-08 20:56:00,2025-03-08 21:40:00,44,Midwest,General Practice,6
1000000747,IL,2025-03-08 09:22:00,2025-03-08 09:54:00,32,Midwest,Orthopedics,5
1000000748,IL,2025-03-08 19:23:00,2025-03-08 20:33:00,70,West,General Practice,2
1000000749,CA,2025-03-08 07:01:00,2025-03-08 08:19:00,78,West,General Practice,10
1000000750,PA,2025-03-08 06:11:00,2025-03-08 07:17:00,66,Northeast,Cardiology,0
1000000751,OH,2025-03-08 11:12:00,2025-03-08 11:57:00,45,South,Oncology,2
1000000752,FL,2025-03-08 14:17:00,2025-03-08 15:02:00,45,South,Pediatrics,7
1000000753,FL,2025-03-08 13:52:00,2025-03-08 15:00:00,68,West,General Practice,2
1000000754,NC,2025-03-08 20:20:00,2025-03-08 21:33:00,73,Northeast,Cardiology,7
1000000755,GA,2025-03-08 06:33:00,2025-03-08 08:25:00,112,Midwest,Pediatrics,0
1000000756,FL,2025-03-08 15:23:00,2025-03-08 16:07:00,44,Midwest,Neurology,8
1000000757,MI,2025-03-08 13:09:00,2025-03-08 14:08:00,59,South,General Practice,7
1000000758,CA,2025-03-08 19:42:00,2025-03-08 20:09:00,27,Midwest,Pediatrics,7
1000000759,OH,2025-03-08 08:46:00,2025-03-08 10:01:00,75,West,General Practice,2
1000000760,GA,2025-03-08 14:16:00,2025-03-08 14:54:00,38,West,Cardiology,7
1000000761,TX,2025-03-08 13:34:00,2025-03-08 15:12:00,98,South,Pediatrics,5
1000000762,PA,2025-03-08 15:50:00,2025-03-08 16:43:00,53,South,Oncology,7
1000000763,TX,2025-03-08 18:59:00,2025-03-08 19:36:00,37,Northeast,Radiology,9
1000000764,OH,2025-03-08 16:25:00,2025-03-08 18:00:00,95,West,Neurology,1
1000000765,OH,2025-03-08 14:50:00,2025-03-08 15:41:00,51,West,Cardiology,0
1000000766,MI,2025-03-08 18:26:00,2025-03-08 19:21:00,55,South,Neurology,2
1000000767,TX,2025-03-08 19:09:00,2025-03-08 20:33:00,84,Northeast,Orthopedics,4
1000000768,TX,2025-03-08 11:14:00,2025-03-08 11:25:00,11,South,Oncology,1
1000000769,PA,2025-03-08 13:50:00,2025-03-08 15:25:00,95,West,Radiology,0
1000000770,MI,2025-03-08 13:25:00,2025-03-08 14:57:00,92,South,Radiology,4
1000000771,IL,2025-03-08 20:54:00,2025-03-08 22:13:00,79,Northeast,Neurology,3
1000000772,NC,2025-03-08 10:20:00,2025-03-08 11:38:00,78,South,Pediatrics,5
1000000773,CA,2025-03-08 15:53:00,2025-03-08 17:17:00,84,Northeast,Radiology,1
1000000774,FL,2025-03-08 09:44:00,2025-03-08 11:01:00,77,West,General Practice,5
1000000775,NY,2025-03-08 06:41:00,2025-03-08 07:31:00,50,South,Oncology,9
1000000776,IL,2025-03-08 13:22:00,2025-03-08 14:07:00,45,West,Oncology,10
1000000777,IL,2025-03-08 10:15:00,2025-03-08 11:59:00,104,Midwest,Oncology,5
1000000778,PA,2025-03-08 11:18:00,2025-03-08 12:19:00,61,Midwest,General Practice,0
1000000779,TX,2025-03-08 09:51:00,2025-03-08 11:13:00,82,South,Oncology,0
1000000780,CA,2025-03-08 12:28:00,2025-03-08 14:08:00,100,West,Pediatrics,7
1000000781,MI,2025-03-08 14:22:00,2025-03-08 15:44:00,82,Northeast,Neurology,7
1000000782,OH,2025-03-08 12:31:00,2025-03-08 13:56:00,85,Midwest,General Practice,10
1000000783,IL,2025-03-08 17:06:00,2025-03-08 18:08:00,62,Northeast,Orthopedics,4
1000000784,IL,2025-03-08 11:14:00,2025-03-08 11:52:00,38,South,Cardiology,6
1000000785,NY,2025-03-08 06:12:00,2025-03-08 06:19:00,7,West,General Practice,0
1000000786,MI,2025-03-08 08:34:00,2025-03-08 09:35:00,61,Northeast,General Practice,8
1000000787,IL,2025-03-08 07:09:00,2025-03-08 07:44:00,35,West,Oncology,4
1000000788,PA,2025-03-08 15:34:00,2025-03-08 16:08:00,34,Midwest,Pediatrics,7
1000000789,OH,2025-03-08 15:41:00,2025-03-08 16:35:00,54,Midwest,Cardiology,7
1000000790,NY,2025-03-08 16:32:00,2025-03-08 16:47:00,15,South,Radiology,9
1000000791,FL,2025-03-08 07:53:00,2025-03-08 08:48:00,55,South,Neurology,6
1000000792,PA,2025-03-08 07:16:00,2025-03-08 08:55:00,99,Midwest,Cardiology,0
1000000793,PA,2025-03-08 10:42:00,2025-03-08 11:17:00,35,Midwest,Oncology,8
1000000794,OH,2025-03-08 07:43:00,2025-03-08 09:30:00,107,South,Neurology,1
1000000795,NC,2025-03-08 07:07:00,2025-03-08 07:21:00,14,Northeast,Cardiology,8
1000000796,FL,2025-03-08 06:31:00,2025-03-08 06:52:00,21,West,General Practice,4
1000000797,IL,2025-03-08 08:19:00,2025-03-08 09:07:00,48,South,Oncology,8
1000000798,FL,2025-03-08 13:03:00,2025-03-08 13:56:00,53,Midwest,Oncology,8
1000000799,IL,2025-03-08 12:23:00,2025-03-08 12:54:00,31,South,Pediatrics,8
1000000800,TX,2025-03-08 06:45:00,2025-03-08 07:59:00,74,Midwest,Pediatrics,2
1000000801,IL,2025-03-08 12:22:00,2025-03-08 13:35:00,73,Northeast,Orthopedics,5
1000000802,CA,2025-03-08 16:00:00,2025-03-08 16:31:00,31,Northeast,Pediatrics,9
1000000803,IL,2025-03-08 16:15:00,2025-03-08 17:28:00,73,West,Oncology,0
1000000804,PA,2025-03-08 12:09:00,2025-03-08 12:17:00,8,West,Neurology,8
1000000805,NY,2025-03-08 20:55:00,2025-03-08 22:11:00,76,Northeast,Neurology,9
1000000806,NY,2025-03-08 13:02:00,2025-03-08 14:59:00,117,South,Neurology,4
1000000807,TX,2025-03-08 10:59:00,2025-03-08 12:00:00,61,South,Cardiology,2
1000000808,PA,2025-03-08 08:01:00,2025-03-08 08:47:00,46,Northeast,General Practice,2
1000000809,CA,2025-03-08 12:17:00,2025-03-08 13:54:00,97,South,Neurology,10
1000000810,OH,2025-03-08 19:16:00,2025-03-08 20:54:00,98,Northeast,Neurology,10
1000000811,TX,2025-03-08 17:10:00,2025-03-08 17:15:00,5,Northeast,Cardiology,4
1000000812,IL,2025-03-08 20:55:00,2025-03-08 22:12:00,77,West,Orthopedics,8
1000000813,PA,2025-03-08 14:33:00,2025-03-08 15:50:00,77,West,Pediatrics,2
1000000814,NY,2025-03-08 14:23:00,2025-03-08 15:08:00,45,Northeast,Oncology,10
1000000815,NC,2025-03-08 20:06:00,2025-03-08 21:11:00,65,Northeast,Pediatrics,6
1000000816,OH,2025-03-08 12:15:00,2025-03-08 13:17:00,62,West,Orthopedics,7
1000000817,FL,2025-03-08 07:01:00,2025-03-08 07:51:00,50,South,General Practice,2
1000000818,TX,2025-03-08 06:37:00,2025-03-08 08:33:00,116,Midwest,General Practice,4
1000000819,MI,2025-03-08 07:06:00,2025-03-08 09:02:00,116,Midwest,Oncology,0
1000000820,TX,2025-03-08 08:16:00,2025-03-08 09:35:00,79,West,Oncology,2
1000000821,MI,2025-03-08 08:59:00,2025-03-08 10:24:00,85,South,Orthopedics,1
1000000822,OH,2025-03-08 15:49:00,2025-03-08 16:49:00,60,Midwest,Oncology,9
1000000823,CA,2025-03-08 10:18:00,2025-03-08 12:14:00,116,South,Radiology,1
1000000824,GA,2025-03-08 17:23:00,2025-03-08 18:20:00,57,West,Neurology,2
1000000825,NY,2025-03-08 11:37:00,2025-03-08 12:22:00,45,West,Radiology,0
1000000826,NC,2025-03-08 12:49:00,2025-03-08 13:18:00,29,South,Orthopedics,9
1000000827,CA,2025-03-08 16:02:00,2025-03-08 16:37:00,35,West,Neurology,9
1000000828,MI,2025-03-08 20:54:00,2025-03-08 21:24:00,30,Northeast,Orthopedics,0
1000000829,FL,2025-03-08 17:54:00,2025-03-08 19:20:00,86,West,General Practice,1
1000000830,GA,2025-03-08 11:53:00,2025-03-08 12:02:00,9,West,Radiology,2
1000000831,MI,2025-03-08 08:56:00,2025-03-08 10:44:00,108,West,Neurology,2
1000000832,PA,2025-03-08 15:13:00,2025-03-08 16:28:00,75,South,Orthopedics,5
1000000833,GA,2025-03-08 15:24:00,2025-03-08 15:42:00,18,Northeast,Pediatrics,10
1000000834,TX,2025-03-08 13:55:00,2025-03-08 15:50:00,115,West,Pediatrics,5
1000000835,MI,2025-03-08 12:57:00,2025-03-08 14:00:00,63,Midwest,Pediatrics,7
1000000836,TX,2025-03-08 07:02:00,2025-03-08 07:25:00,23,Northeast,Orthopedics,0
1000000837,OH,2025-03-08 13:30:00,2025-03-08 15:30:00,120,South,Radiology,9
1000000838,FL,2025-03-08 17:54:00,2025-03-08 18:21:00,27,Northeast,Cardiology,2
1000000839,NC,2025-03-08 20:24:00,2025-03-08 21:56:00,92,West,Cardiology,8
1000000840,CA,2025-03-08 19:05:00,2025-03-08 20:30:00,85,West,General Practice,5
1000000841,NY,2025-03-08 13:11:00,2025-03-08 13:28:00,17,Northeast,Neurology,5
1000000842,MI,2025-03-08 16:01:00,2025-03-08 17:38:00,97,Northeast,Oncology,10
1000000843,IL,2025-03-08 10:35:00,2025-03-08 12:22:00,107,Northeast,Orthopedics,7
1000000844,MI,2025-03-08 15:18:00,2025-03-08 15:49:00,31,Northeast,Radiology,5
1000000845,CA,2025-03-08 13:57:00,2025-03-08 14:16:00,19,West,Oncology,4
1000000846,NY,2025-03-08 06:56:00,2025-03-08 08:22:00,86,South,Oncology,9
1000000847,OH,2025-03-08 20:22:00,2025-03-08 21:29:00,67,Northeast,Oncology,4
1000000848,OH,2025-03-08 13:39:00,2025-03-08 14:03:00,24,Northeast,General Practice,6
1000000849,OH,2025-03-08 07:19:00,2025-03-08 07:52:00,33,Midwest,Orthopedics,7
1000000850,OH,2025-03-08 11:33:00,2025-03-08 13:24:00,111,West,Orthopedics,4
1000000851,OH,2025-03-08 16:53:00,2025-03-08 17:21:00,28,Northeast,Neurology,4
1000000852,IL,2025-03-08 11:14:00,2025-03-08 11:53:00,39,West,Radiology,9
1000000853,NC,2025-03-08 13:37:00,2025-03-08 15:03:00,86,Northeast,Radiology,2
1000000854,OH,2025-03-08 12:24:00,2025-03-08 13:19:00,55,Midwest,Cardiology,2
1000000855,NC,2025-03-08 09:48:00,2025-03-08 10:43:00,55,Northeast,Oncology,2
1000000856,GA,2025-03-08 08:49:00,2025-03-08 09:56:00,67,West,Oncology,8
1000000857,PA,2025-03-08 19:27:00,2025-03-08 20:35:00,68,West,Oncology,9
1000000858,GA,2025-03-08 11:08:00,2025-03-08 12:46:00,98,South,Oncology,6
1000000859,TX,2025-03-08 15:47:00,2025-03-08 17:38:00,111,West,General Practice,10
1000000860,MI,2025-03-08 15:23:00,2025-03-08 16:19:00,56,Northeast,Orthopedics,1
1000000861,IL,2025-03-08 20:28:00,2025-03-08 22:18:00,110,South,Oncology,6
1000000862,TX,2025-03-08 16:52:00,2025-03-08 18:28:00,96,Midwest,Radiology,10
1000000863,PA,2025-03-08 10:30:00,2025-03-08 11:15:00,45,Northeast,Cardiology,5
1000000864,FL,2025-03-08 06:00:00,2025-03-08 07:17:00,77,Midwest,Oncology,7
1000000865,PA,2025-03-08 17:06:00,2025-03-08 19:06:00,120,Midwest,Cardiology,3
1000000866,MI,2025-03-08 06:04:00,2025-03-08 08:04:00,120,Northeast,Pediatrics,7
1000000867,PA,2025-03-08 20:53:00,2025-03-08 22:11:00,78,South,Orthopedics,8
1000000868,PA,2025-03-08 15:06:00,2025-03-08 16:39:00,93,West,Cardiology,3
1000000869,MI,2025-03-08 19:56:00,2025-03-08 21:04:00,68,South,Radiology,3
1000000870,GA,2025-03-08 17:51:00,2025-03-08 19:32:00,101,Midwest,Cardiology,2
1000000871,GA,2025-03-08 11:58:00,2025-03-08 12:13:00,15,Midwest,Oncology,0
1000000872,NC,2025-03-08 15:33:00,2025-03-08 17:14:00,101,West,Orthopedics,9
1000000873,PA,2025-03-08 09:14:00,2025-03-08 09:54:00,40,Midwest,Cardiology,10
1000000874,IL,2025-03-08 10:03:00,2025-03-08 11:54:00,111,Northeast,General Practice,3
1000000875,FL,2025-03-08 14:48:00,2025-03-08 15:16:00,28,Northeast,Neurology,9
1000000876,PA,2025-03-08 17:50:00,2025-03-08 18:59:00,69,South,Radiology,1
1000000877,GA,2025-03-08 17:55:00,2025-03-08 19:37:00,102,Northeast,Cardiology,10
1000000878,TX,2025-03-08 19:31:00,2025-03-08 20:36:00,65,South,Neurology,1
1000000879,IL,2025-03-08 07:39:00,2025-03-08 09:34:00,115,Midwest,Neurology,5
1000000880,NC,2025-03-08 08:28:00,2025-03-08 10:02:00,94,South,Radiology,2
1000000881,MI,2025-03-08 13:41:00,2025-03-08 15:18:00,97,Midwest,Neurology,7
1000000882,CA,2025-03-08 16:55:00,2025-03-08 18:54:00,119,West,Neurology,10
1000000883,OH,2025-03-08 16:29:00,2025-03-08 17:54:00,85,Midwest,Oncology,2
